"","year","inst","numx","men","women","major","stem"
"456",1976,"Public",58,0,0,"Physical education","Non-STEM"
"457",1976,"Public",59,327,1052,"Pedagogy: Others","Non-STEM"
"458",1976,"Public",60,539,314,"Fine arts","Non-STEM"
"459",1976,"Public",61,288,136,"Design","Non-STEM"
"460",1976,"Public",62,116,394,"Music","Non-STEM"
"461",1976,"Public",63,30,91,"Fine arts: Others","Non-STEM"
"462",1976,"Public",64,0,0,"Liberal arts","Non-STEM"
"463",1976,"Public",65,0,0,"General science","Non-STEM"
"464",1976,"Public",66,0,0,"Liberal arts (humanities and social sciene)","Non-STEM"
"465",1976,"Public",67,0,0,"Liberal arts (science)","Non-STEM"
"466",1976,"Private",1,41233,95490,"Literature","Non-STEM"
"467",1976,"Private",2,13467,10972,"History","Non-STEM"
"468",1976,"Private",3,12457,6158,"Philosophy","Non-STEM"
"469",1976,"Private",4,6508,9110,"Humanities: Others","Non-STEM"
"470",1976,"Private",5,142497,11196,"Law and politics","Non-STEM"
"471",1976,"Private",6,412273,21648,"Commerce and economics","Non-STEM"
"472",1976,"Private",7,30922,18836,"Sociology","Non-STEM"
"473",1976,"Private",8,8254,606,"Social sciences: Others","Non-STEM"
"474",1976,"Private",9,6883,1963,"Mathematics","STEM"
"475",1976,"Private",10,7177,255,"Physics","STEM"
"476",1976,"Private",11,6262,1438,"Chemistry","STEM"
"477",1976,"Private",12,282,162,"Biology","STEM"
"478",1976,"Private",13,658,73,"Geography","STEM"
"479",1976,"Private",14,3559,310,"Physical sciences: Others","STEM"
"480",1976,"Private",15,53313,32,"Mechanical engineering","STEM"
"481",1976,"Private",16,66919,208,"Telecommunications engineering","STEM"
"482",1976,"Private",17,70396,818,"Civil engineering","STEM"
"483",1976,"Private",18,20848,552,"Applied chemistry","STEM"
"484",1976,"Private",19,3319,115,"Applied science","STEM"
"485",1976,"Private",20,912,10,"Nuclear engineering","STEM"
"486",1976,"Private",21,277,2,"Mining engineering","STEM"
"487",1976,"Private",22,3089,10,"Metallurgical engineering","STEM"
"488",1976,"Private",23,0,0,"Textile engineering","STEM"
"489",1976,"Private",24,911,2,"Marine engineering","STEM"
"490",1976,"Private",25,1404,3,"Aeronautical engineering","STEM"
"491",1976,"Private",26,18787,192,"Engineering management","STEM"
"492",1976,"Private",27,405,65,"Crafts","STEM"
"493",1976,"Private",28,5424,102,"Engineering: Others","STEM"
"494",1976,"Private",29,5791,378,"Agricultural sciences","STEM"
"495",1976,"Private",30,4227,557,"Agricultural chemistry","STEM"
"496",1976,"Private",31,1542,5,"Agricultural engineering","STEM"
"497",1976,"Private",32,5413,177,"Agricultural economics","STEM"
"498",1976,"Private",33,1615,12,"Forestry","STEM"
"499",1976,"Private",34,0,0,"Forest products","STEM"
"500",1976,"Private",35,5841,916,"Veterinary medicine","STEM"
"501",1976,"Private",36,3387,99,"Fisheries science","STEM"
"502",1976,"Private",37,827,415,"Agricultural sciences: Others","STEM"
"503",1976,"Private",38,15966,2727,"Medicine","Health"
"504",1976,"Private",39,13481,2563,"Dentistry","Health"
"505",1976,"Private",40,9865,17209,"Pharmacy","Health"
"506",1976,"Private",41,4,366,"Nursing","Health"
"507",1976,"Private",42,1008,2027,"Health: Others","Health"
"508",1976,"Private",43,0,0,"Merchant marine","Non-STEM"
"509",1976,"Private",44,63,7999,"Home economics","Non-STEM"
"510",1976,"Private",45,9,7484,"Food science","Non-STEM"
"511",1976,"Private",46,0,5171,"Clothing","Non-STEM"
"512",1976,"Private",47,0,356,"Housing","Non-STEM"
"513",1976,"Private",48,0,5936,"Child","Non-STEM"
"514",1976,"Private",49,5798,10634,"Pedagogy","Non-STEM"
"515",1976,"Private",50,0,0,"Elementary school education","Non-STEM"
"516",1976,"Private",51,0,0,"Junior high school education","Non-STEM"
"517",1976,"Private",52,0,0,"High school education","Non-STEM"
"518",1976,"Private",53,0,0,"Specialized subjects education","Non-STEM"
"519",1976,"Private",54,0,0,"Visually impaired education","Non-STEM"
"520",1976,"Private",55,0,0,"Deaf education","Non-STEM"
"521",1976,"Private",56,0,0,"Special school education","Non-STEM"
"522",1976,"Private",57,0,0,"Kindergarten education","Non-STEM"
"523",1976,"Private",58,15522,6160,"Physical education","Non-STEM"
"524",1976,"Private",59,91,6341,"Pedagogy: Others","Non-STEM"
"525",1976,"Private",60,2647,1735,"Fine arts","Non-STEM"
"526",1976,"Private",61,3468,1887,"Design","Non-STEM"
"527",1976,"Private",62,1858,15892,"Music","Non-STEM"
"528",1976,"Private",63,6413,2743,"Fine arts: Others","Non-STEM"
"529",1976,"Private",64,1053,1675,"Liberal arts","Non-STEM"
"530",1976,"Private",65,0,0,"General science","Non-STEM"
"531",1976,"Private",66,3234,3874,"Liberal arts (humanities and social sciene)","Non-STEM"
"532",1976,"Private",67,366,49,"Liberal arts (science)","Non-STEM"
"533",1977,"Total",1,51838,108573,"Literature","Non-STEM"
"534",1977,"Total",2,15207,12046,"History","Non-STEM"
"535",1977,"Total",3,13925,7263,"Philosophy","Non-STEM"
"536",1977,"Total",4,9921,12150,"Humanities: Others","Non-STEM"
"537",1977,"Total",5,160293,12706,"Law and politics","Non-STEM"
"538",1977,"Total",6,460135,25883,"Commerce and economics","Non-STEM"
"539",1977,"Total",7,32920,20138,"Sociology","Non-STEM"
"540",1977,"Total",8,11097,824,"Social sciences: Others","Non-STEM"
"541",1977,"Total",9,10650,2651,"Mathematics","STEM"
"542",1977,"Total",10,11720,612,"Physics","STEM"
"543",1977,"Total",11,9524,2518,"Chemistry","STEM"
"544",1977,"Total",12,2492,912,"Biology","STEM"
"545",1977,"Total",13,1974,165,"Geography","STEM"
"546",1977,"Total",14,8605,1182,"Physical sciences: Others","STEM"
"547",1977,"Total",15,73764,58,"Mechanical engineering","STEM"
"548",1977,"Total",16,91025,443,"Telecommunications engineering","STEM"
"549",1977,"Total",17,83724,1027,"Civil engineering","STEM"
"550",1977,"Total",18,37637,1043,"Applied chemistry","STEM"
"551",1977,"Total",19,5881,155,"Applied science","STEM"
"552",1977,"Total",20,1622,15,"Nuclear engineering","STEM"
"553",1977,"Total",21,1440,7,"Mining engineering","STEM"
"554",1977,"Total",22,7371,35,"Metallurgical engineering","STEM"
"555",1977,"Total",23,2473,145,"Textile engineering","STEM"
"556",1977,"Total",24,1684,3,"Marine engineering","STEM"
"557",1977,"Total",25,1924,5,"Aeronautical engineering","STEM"
"558",1977,"Total",26,19735,237,"Engineering management","STEM"
"559",1977,"Total",27,1006,160,"Crafts","STEM"
"560",1977,"Total",28,12844,217,"Engineering: Others","STEM"
"561",1977,"Total",29,11601,1259,"Agricultural sciences","STEM"
"562",1977,"Total",30,8589,1777,"Agricultural chemistry","STEM"
"563",1977,"Total",31,5319,32,"Agricultural engineering","STEM"
"564",1977,"Total",32,6178,224,"Agricultural economics","STEM"
"565",1977,"Total",33,4252,68,"Forestry","STEM"
"566",1977,"Total",34,581,34,"Forest products","STEM"
"567",1977,"Total",35,8986,1477,"Veterinary medicine","STEM"
"568",1977,"Total",36,6792,257,"Fisheries science","STEM"
"569",1977,"Total",37,2288,717,"Agricultural sciences: Others","STEM"
"570",1977,"Total",38,39533,5348,"Medicine","Health"
"571",1977,"Total",39,16553,3163,"Dentistry","Health"
"572",1977,"Total",40,12521,21428,"Pharmacy","Health"
"573",1977,"Total",41,31,664,"Nursing","Health"
"574",1977,"Total",42,1587,2552,"Health: Others","Health"
"575",1977,"Total",43,1862,0,"Merchant marine","Non-STEM"
"576",1977,"Total",44,49,9334,"Home economics","Non-STEM"
"577",1977,"Total",45,44,8717,"Food science","Non-STEM"
"578",1977,"Total",46,0,6187,"Clothing","Non-STEM"
"579",1977,"Total",47,50,718,"Housing","Non-STEM"
"580",1977,"Total",48,3,6206,"Child","Non-STEM"
"581",1977,"Total",49,7315,11995,"Pedagogy","Non-STEM"
"582",1977,"Total",50,16387,29878,"Elementary school education","Non-STEM"
"583",1977,"Total",51,9320,8924,"Junior high school education","Non-STEM"
"584",1977,"Total",52,449,512,"High school education","Non-STEM"
"585",1977,"Total",53,2779,2744,"Specialized subjects education","Non-STEM"
"586",1977,"Total",54,45,84,"Visually impaired education","Non-STEM"
"587",1977,"Total",55,81,252,"Deaf education","Non-STEM"
"588",1977,"Total",56,1118,3032,"Special school education","Non-STEM"
"589",1977,"Total",57,160,2791,"Kindergarten education","Non-STEM"
"590",1977,"Total",58,15935,6400,"Physical education","Non-STEM"
"591",1977,"Total",59,1603,9385,"Pedagogy: Others","Non-STEM"
"592",1977,"Total",60,3435,2298,"Fine arts","Non-STEM"
"593",1977,"Total",61,3898,2323,"Design","Non-STEM"
"594",1977,"Total",62,2340,18142,"Music","Non-STEM"
"595",1977,"Total",63,6958,3312,"Fine arts: Others","Non-STEM"
"596",1977,"Total",64,1729,1944,"Liberal arts","Non-STEM"
"597",1977,"Total",65,341,133,"General science","Non-STEM"
"598",1977,"Total",66,7115,4548,"Liberal arts (humanities and social sciene)","Non-STEM"
"599",1977,"Total",67,6345,422,"Liberal arts (science)","Non-STEM"
"600",1977,"National",1,6240,5137,"Literature","Non-STEM"
"601",1977,"National",2,1124,723,"History","Non-STEM"
"602",1977,"National",3,973,498,"Philosophy","Non-STEM"
"603",1977,"National",4,2582,1637,"Humanities: Others","Non-STEM"
"604",1977,"National",5,13725,977,"Law and politics","Non-STEM"
"605",1977,"National",6,26468,1413,"Commerce and economics","Non-STEM"
"606",1977,"National",7,700,176,"Sociology","Non-STEM"
"607",1977,"National",8,2498,170,"Social sciences: Others","Non-STEM"
"608",1977,"National",9,3293,659,"Mathematics","STEM"
"609",1977,"National",10,4198,315,"Physics","STEM"
"610",1977,"National",11,2991,977,"Chemistry","STEM"
"611",1977,"National",12,1984,667,"Biology","STEM"
"612",1977,"National",13,1188,81,"Geography","STEM"
"613",1977,"National",14,4633,642,"Physical sciences: Others","STEM"
"614",1977,"National",15,18393,16,"Mechanical engineering","STEM"
"615",1977,"National",16,21434,160,"Telecommunications engineering","STEM"
"616",1977,"National",17,11738,101,"Civil engineering","STEM"
"617",1977,"National",18,15586,379,"Applied chemistry","STEM"
"618",1977,"National",19,2650,20,"Applied science","STEM"
"619",1977,"National",20,744,3,"Nuclear engineering","STEM"
"620",1977,"National",21,1183,6,"Mining engineering","STEM"
"621",1977,"National",22,3865,20,"Metallurgical engineering","STEM"
"622",1977,"National",23,2473,145,"Textile engineering","STEM"
"623",1977,"National",24,640,0,"Marine engineering","STEM"
"624",1977,"National",25,339,2,"Aeronautical engineering","STEM"
"625",1977,"National",26,615,0,"Engineering management","STEM"
"626",1977,"National",27,631,96,"Crafts","STEM"
"627",1977,"National",28,7234,98,"Engineering: Others","STEM"
"628",1977,"National",29,5527,802,"Agricultural sciences","STEM"
"629",1977,"National",30,4060,1113,"Agricultural chemistry","STEM"
"630",1977,"National",31,3680,24,"Agricultural engineering","STEM"
"631",1977,"National",32,822,50,"Agricultural economics","STEM"
"632",1977,"National",33,2497,55,"Forestry","STEM"
"633",1977,"National",34,581,34,"Forest products","STEM"
"634",1977,"National",35,2938,489,"Veterinary medicine","STEM"
"635",1977,"National",36,3547,142,"Fisheries science","STEM"
"636",1977,"National",37,1447,257,"Agricultural sciences: Others","STEM"
"637",1977,"National",38,19108,1813,"Medicine","Health"
"638",1977,"National",39,1932,362,"Dentistry","Health"
"639",1977,"National",40,1302,2901,"Pharmacy","Health"
"640",1977,"National",41,25,150,"Nursing","Health"
"641",1977,"National",42,513,411,"Health: Others","Health"
"642",1977,"National",43,1862,0,"Merchant marine","Non-STEM"
"643",1977,"National",44,0,205,"Home economics","Non-STEM"
"644",1977,"National",45,0,233,"Food science","Non-STEM"
"645",1977,"National",46,0,242,"Clothing","Non-STEM"
"646",1977,"National",47,0,123,"Housing","Non-STEM"
"647",1977,"National",48,0,148,"Child","Non-STEM"
"648",1977,"National",49,1108,1027,"Pedagogy","Non-STEM"
"649",1977,"National",50,16387,29878,"Elementary school education","Non-STEM"
"650",1977,"National",51,9320,8924,"Junior high school education","Non-STEM"
"651",1977,"National",52,449,512,"High school education","Non-STEM"
"652",1977,"National",53,2779,2744,"Specialized subjects education","Non-STEM"
"653",1977,"National",54,45,84,"Visually impaired education","Non-STEM"
"654",1977,"National",55,81,252,"Deaf education","Non-STEM"
"655",1977,"National",56,1118,3032,"Special school education","Non-STEM"
"656",1977,"National",57,160,2791,"Kindergarten education","Non-STEM"
"657",1977,"National",58,37,5,"Physical education","Non-STEM"
"658",1977,"National",59,835,862,"Pedagogy: Others","Non-STEM"
"659",1977,"National",60,304,110,"Fine arts","Non-STEM"
"660",1977,"National",61,126,50,"Design","Non-STEM"
"661",1977,"National",62,347,594,"Music","Non-STEM"
"662",1977,"National",63,347,219,"Fine arts: Others","Non-STEM"
"663",1977,"National",64,597,148,"Liberal arts","Non-STEM"
"664",1977,"National",65,341,133,"General science","Non-STEM"
"665",1977,"National",66,3862,778,"Liberal arts (humanities and social sciene)","Non-STEM"
"666",1977,"National",67,6017,373,"Liberal arts (science)","Non-STEM"
"667",1977,"Public",1,3331,5753,"Literature","Non-STEM"
"668",1977,"Public",2,122,57,"History","Non-STEM"
"669",1977,"Public",3,20,5,"Philosophy","Non-STEM"
"670",1977,"Public",4,440,293,"Humanities: Others","Non-STEM"
"671",1977,"Public",5,2209,208,"Law and politics","Non-STEM"
"672",1977,"Public",6,11795,1071,"Commerce and economics","Non-STEM"
"673",1977,"Public",7,170,614,"Sociology","Non-STEM"
"674",1977,"Public",8,0,0,"Social sciences: Others","Non-STEM"
"675",1977,"Public",9,197,36,"Mathematics","STEM"
"676",1977,"Public",10,291,10,"Physics","STEM"
"677",1977,"Public",11,217,59,"Chemistry","STEM"
"678",1977,"Public",12,130,33,"Biology","STEM"
"679",1977,"Public",13,120,6,"Geography","STEM"
"680",1977,"Public",14,278,172,"Physical sciences: Others","STEM"
"681",1977,"Public",15,1188,0,"Mechanical engineering","STEM"
"682",1977,"Public",16,1246,9,"Telecommunications engineering","STEM"
"683",1977,"Public",17,746,13,"Civil engineering","STEM"
"684",1977,"Public",18,944,11,"Applied chemistry","STEM"
"685",1977,"Public",19,176,8,"Applied science","STEM"
"686",1977,"Public",20,0,0,"Nuclear engineering","STEM"
"687",1977,"Public",21,0,0,"Mining engineering","STEM"
"688",1977,"Public",22,428,0,"Metallurgical engineering","STEM"
"689",1977,"Public",23,0,0,"Textile engineering","STEM"
"690",1977,"Public",24,132,0,"Marine engineering","STEM"
"691",1977,"Public",25,143,0,"Aeronautical engineering","STEM"
"692",1977,"Public",26,157,2,"Engineering management","STEM"
"693",1977,"Public",27,0,0,"Crafts","STEM"
"694",1977,"Public",28,0,0,"Engineering: Others","STEM"
"695",1977,"Public",29,339,49,"Agricultural sciences","STEM"
"696",1977,"Public",30,233,50,"Agricultural chemistry","STEM"
"697",1977,"Public",31,132,2,"Agricultural engineering","STEM"
"698",1977,"Public",32,0,0,"Agricultural economics","STEM"
"699",1977,"Public",33,143,2,"Forestry","STEM"
"700",1977,"Public",34,0,0,"Forest products","STEM"
"701",1977,"Public",35,115,45,"Veterinary medicine","STEM"
"702",1977,"Public",36,0,0,"Fisheries science","STEM"
"703",1977,"Public",37,0,0,"Agricultural sciences: Others","STEM"
"704",1977,"Public",38,3428,428,"Medicine","Health"
"705",1977,"Public",39,669,85,"Dentistry","Health"
"706",1977,"Public",40,732,742,"Pharmacy","Health"
"707",1977,"Public",41,0,98,"Nursing","Health"
"708",1977,"Public",42,0,0,"Health: Others","Health"
"709",1977,"Public",43,0,0,"Merchant marine","Non-STEM"
"710",1977,"Public",44,0,882,"Home economics","Non-STEM"
"711",1977,"Public",45,3,822,"Food science","Non-STEM"
"712",1977,"Public",46,0,463,"Clothing","Non-STEM"
"713",1977,"Public",47,50,134,"Housing","Non-STEM"
"714",1977,"Public",48,3,243,"Child","Non-STEM"
"715",1977,"Public",49,0,0,"Pedagogy","Non-STEM"
"716",1977,"Public",50,0,0,"Elementary school education","Non-STEM"
"717",1977,"Public",51,0,0,"Junior high school education","Non-STEM"
"718",1977,"Public",52,0,0,"High school education","Non-STEM"
"719",1977,"Public",53,0,0,"Specialized subjects education","Non-STEM"
"720",1977,"Public",54,0,0,"Visually impaired education","Non-STEM"
"721",1977,"Public",55,0,0,"Deaf education","Non-STEM"
"722",1977,"Public",56,0,0,"Special school education","Non-STEM"
"723",1977,"Public",57,0,0,"Kindergarten education","Non-STEM"
"724",1977,"Public",58,0,0,"Physical education","Non-STEM"
"725",1977,"Public",59,361,1092,"Pedagogy: Others","Non-STEM"
"726",1977,"Public",60,534,326,"Fine arts","Non-STEM"
"727",1977,"Public",61,298,137,"Design","Non-STEM"
"728",1977,"Public",62,108,394,"Music","Non-STEM"
"729",1977,"Public",63,31,92,"Fine arts: Others","Non-STEM"
"730",1977,"Public",64,0,0,"Liberal arts","Non-STEM"
"731",1977,"Public",65,0,0,"General science","Non-STEM"
"732",1977,"Public",66,0,0,"Liberal arts (humanities and social sciene)","Non-STEM"
"733",1977,"Public",67,0,0,"Liberal arts (science)","Non-STEM"
"734",1977,"Private",1,42267,97683,"Literature","Non-STEM"
"735",1977,"Private",2,13961,11266,"History","Non-STEM"
"736",1977,"Private",3,12932,6760,"Philosophy","Non-STEM"
"737",1977,"Private",4,6899,10220,"Humanities: Others","Non-STEM"
"738",1977,"Private",5,144359,11521,"Law and politics","Non-STEM"
"739",1977,"Private",6,421872,23399,"Commerce and economics","Non-STEM"
"740",1977,"Private",7,32050,19348,"Sociology","Non-STEM"
"741",1977,"Private",8,8599,654,"Social sciences: Others","Non-STEM"
"742",1977,"Private",9,7160,1956,"Mathematics","STEM"
"743",1977,"Private",10,7231,287,"Physics","STEM"
"744",1977,"Private",11,6316,1482,"Chemistry","STEM"
"745",1977,"Private",12,378,212,"Biology","STEM"
"746",1977,"Private",13,666,78,"Geography","STEM"
"747",1977,"Private",14,3694,368,"Physical sciences: Others","STEM"
"748",1977,"Private",15,54183,42,"Mechanical engineering","STEM"
"749",1977,"Private",16,68345,274,"Telecommunications engineering","STEM"
"750",1977,"Private",17,71240,913,"Civil engineering","STEM"
"751",1977,"Private",18,21107,653,"Applied chemistry","STEM"
"752",1977,"Private",19,3055,127,"Applied science","STEM"
"753",1977,"Private",20,878,12,"Nuclear engineering","STEM"
"754",1977,"Private",21,257,1,"Mining engineering","STEM"
